lon,lat
4.913211,51.648636
6.063726,51.868306
4.797582,51.593334
5.732811,51.811581
5.089835,51.674904
5.299102,51.694342
5.078002,51.670394
5.83498,51.83126
6.160771,51.872507
5.935087,51.863252
5.040296,51.661849
5.298772,51.694142
6.165293,51.873267
5.704652,51.806546
4.935579,51.657766
5.434896,51.727682
6.195579,51.876708
5.481408,51.738808
5.791557,51.824432
5.877968,51.847611
5.102309,51.67712
6.045542,51.866044
5.386043,51.718082
5.537253,51.752423
5.991886,51.855285
5.319911,51.699926
4.924182,51.650397
4.892539,51.64133
5.288784,51.682599
5.089125,51.674974
5.289227,51.683176
6.209242,51.877117
5.71727,51.809333
5.850997,51.838542
4.891218,51.64045
5.92664,51.861309
4.825961,51.59974
5.902072,51.858769
6.155997,51.874067
5.075348,51.665009
5.077003,51.66934
4.798477,51.593161
5.877401,51.847555
5.292583,51.683204
6.044317,51.867496
4.85832,51.617337
6.229881,51.875108
5.833461,51.830745
5.619317,51.770333
6.077839,51.868014
6.2497,51.87417
5.283792,51.674223
5.811195,51.826101
4.809377,51.596537
4.93318,51.650781
5.730228,51.810898
5.876022,51.846678
4.86859,51.628076
6.107567,51.858665
5.717844,51.809386
5.719924,51.809461
5.671012,51.794709
5.704938,51.808172
6.022841,51.866536
5.291994,51.682895
5.701192,51.80347
4.8415,51.606283
5.220996,51.670688
4.876039,51.639268
5.288621,51.682375
4.91452,51.648987
5.049444,51.661417
5.68278,51.79775
5.624027,51.770279
5.825893,51.828127
4.777735,51.589632
5.474957,51.736809
5.579856,51.765051
5.299012,51.694272
5.666926,51.796014
6.173706,51.874284
4.890589,51.640202
6.25262,51.876706
6.164317,51.873315
5.895719,51.852537
5.662137,51.792969
6.099649,51.856546
6.222609,51.876039
4.981474,51.662163
5.643437,51.773128
6.19644,51.876824
6.075439,51.870141
5.37945,51.71778
6.039417,51.869497
5.012321,51.662526
5.003021,51.663185
5.859603,51.841493
5.901458,51.858683
5.64882,51.78293
6.082129,51.86109
5.820079,51.827114
4.820602,51.599383
4.870187,51.633025
4.85939,51.61612
5.619956,51.770412
5.463111,51.733636
6.0407,51.868846
6.23389,51.875501
5.867418,51.844057
4.93304,51.655936
5.075899,51.666679
5.790907,51.824688
6.046066,51.864342
5.956015,51.854124
4.78569,51.59176
4.868886,51.635306
5.096594,51.675813
5.235128,51.670478
5.53853,51.752567
5.858951,51.841532
5.429405,51.725992
5.710425,51.808591
5.989523,51.851734
5.296121,51.689689
5.737493,51.812404
4.901313,51.645704
4.828273,51.600797
5.365306,51.713597
5.626724,51.770477
4.821547,51.597415
4.869425,51.630134
6.066074,51.867805
6.154685,51.874263
4.850512,51.610365
5.132701,51.668814
4.78179,51.591408
5.720551,51.809496
5.97714,51.84847
4.846109,51.608351
5.67158,51.79463
6.110683,51.859033
5.309249,51.69913
5.037676,51.661157
4.874156,51.639402
5.720202,51.809465
6.25014,51.87518
4.870138,51.633141
5.284319,51.67522
6.078156,51.863273
6.121651,51.863584
4.881451,51.638584
5.645336,51.774119
5.64549,51.774383
5.916092,51.860311
5.941239,51.862892
5.080197,51.671869
5.864155,51.843283
5.110848,51.671319
5.451083,51.728618
5.766502,51.817451
5.482754,51.738833
6.25007,51.874264
4.898597,51.644242
4.775942,51.588923
5.438452,51.727708
5.101863,51.677157
4.859297,51.619149
6.145179,51.871836
5.454497,51.730172
5.722857,51.809835
5.012973,51.66248
6.232488,51.875375
5.52321,51.749795
6.110766,51.858314
5.766587,51.817685
5.559899,51.757311
6.248636,51.873621
5.539412,51.752681
4.853693,51.611763
5.989693,51.851878
4.832478,51.602738
5.620117,51.770267
5.82982,51.82937
4.868743,51.63506
5.564513,51.758827
5.433973,51.727476
4.805871,51.594269
5.09664,51.675907
6.015887,51.863973
5.292786,51.683982
5.719568,51.809503
5.871835,51.848416
6.110612,51.859147
4.998227,51.660827
5.296802,51.692066
6.098278,51.857423
5.383568,51.718507
5.436528,51.7277
5.291755,51.682872
5.604389,51.766129
5.633813,51.770401
5.052962,51.661208
5.077159,51.66957
5.67779,51.79521
5.58367,51.765799
4.781452,51.59141
5.41927,51.724748
4.81322,51.59712
4.835918,51.603781
6.037908,51.869918
5.385278,51.718647
6.084296,51.860724
5.500916,51.746674
6.206581,51.877199
4.782505,51.591534
5.773363,51.820392
4.941111,51.658062
5.672733,51.794552
5.928882,51.863731
6.062529,51.86829
5.298353,51.694036
5.487588,51.741441
6.239191,51.873153
6.246068,51.872533
5.6772,51.79508
6.054568,51.865938
4.788932,51.5933
6.030676,51.870224
5.320054,51.699231
5.873583,51.848584
4.808927,51.595187
5.532056,51.752042
6.246634,51.87282
5.928237,51.86329
4.984927,51.663331
5.952326,51.856484
5.566342,51.759554
6.091553,51.858716
5.019804,51.66267
5.868781,51.845696
6.089354,51.859193
4.862478,51.6221
5.034636,51.661317
6.108186,51.858917
5.302112,51.696191
6.078309,51.865762
4.954628,51.659222
5.283546,51.672011
5.532344,51.752015
5.984987,51.849196
6.223783,51.875674
5.868923,51.846634
5.053976,51.661201
4.914302,51.648956
5.783943,51.822453
5.848143,51.837458
5.506456,51.743572
5.809543,51.82603
5.622581,51.770201
5.35948,51.711851
6.107693,51.858703
5.550418,51.754542
5.566058,51.761608
5.881471,51.848156
4.79468,51.593926
6.215161,51.878266
5.504388,51.745955
5.898832,51.854318
5.039854,51.661648
4.989601,51.662375
5.379653,51.717875
5.64354,51.77309
5.71932,51.80951
6.021738,51.866026
5.498662,51.745021
5.53598,51.752269
5.604282,51.766102
6.192228,51.877258
5.270263,51.666561
5.622013,51.770242
5.499516,51.745378
4.868669,51.628283
6.04271,51.868433
6.11534,51.859366
5.292639,51.683295
5.783972,51.823388
5.587319,51.766478
6.021027,51.865639
5.624411,51.770342
5.103909,51.67583
5.095292,51.675142
5.368925,51.714532
5.446369,51.727442
4.809853,51.59687
5.114183,51.670338
5.711996,51.808865
5.053554,51.661142
5.164565,51.669016
4.899192,51.64437
6.077042,51.869138
4.80745,51.594947
6.081438,51.861233
4.904105,51.646602
6.077256,51.869399
6.190425,51.876732
6.092211,51.858529
5.657748,51.789309
5.110359,51.671502
4.932797,51.655183
5.311976,51.699372
5.645255,51.775752
5.666402,51.796231
5.49941,51.74533
4.794494,51.593985
6.006499,51.86542
5.392279,51.718146
6.235691,51.875416
5.710161,51.80866
6.054047,51.865152
6.257532,51.876936
5.832606,51.830375
5.928138,51.863264
4.806425,51.594509
5.644803,51.773672
5.720893,51.809529
5.88568,51.850759
6.054318,51.865558
6.1485,51.873469
5.876477,51.847063
5.5161,51.747424
5.29487,51.687275
5.645217,51.775938
5.569086,51.762356
6.051435,51.864732
5.397077,51.719514
5.721986,51.809701
5.647054,51.779871
5.49036,51.741786
5.321077,51.700527
4.998461,51.66091
4.975574,51.661726
5.379028,51.717506
5.433981,51.727116
6.142655,51.870853
4.775845,51.588874
5.089385,51.674966
5.002842,51.663182
5.38203,51.718375
5.075428,51.665205
4.793315,51.594276
5.566139,51.761329
6.048198,51.86403
5.09913,51.67676
6.255972,51.876878
5.643164,51.773007
5.546053,51.753929
5.854289,51.839761
5.350054,51.709169
5.704765,51.80617
5.051366,51.661228
5.997277,51.859411
5.766508,51.817271
5.144793,51.668361
5.873426,51.848718
5.860306,51.84262
6.079292,51.862536
5.90167,51.858667
5.283934,51.674636
5.697524,51.802077
5.607547,51.768874
5.637701,51.770315
6.247779,51.87311
5.932635,51.863674
6.044614,51.867034
5.730328,51.810969
4.791789,51.594231
5.646695,51.779083
4.899542,51.644485
4.94731,51.658377
6.011343,51.865772
6.038797,51.869753
5.082519,51.672778
6.078037,51.863484
5.901181,51.857896
5.475329,51.736944
5.725516,51.810182
5.766402,51.817497
6.07728,51.868293
5.355473,51.710761
6.109619,51.858934
4.781213,51.591161
5.721706,51.809696
5.052185,51.661182
5.600526,51.766391
5.275086,51.667087
6.071717,51.869775
5.595983,51.766491
5.434532,51.72767
6.150613,51.874591
6.254996,51.876695
5.618229,51.770199
6.045458,51.866076
5.868548,51.845095
5.912946,51.860334
4.805292,51.594017
5.319379,51.699312
5.462962,51.733619
5.94433,51.86116
4.983208,51.66388
5.320138,51.699377
5.29636,51.690538
5.869592,51.846935
6.043028,51.868336
5.986591,51.851151
5.039176,51.661408
5.942699,51.862485
5.082981,51.67299
5.054054,51.661257
4.868523,51.627752
5.934794,51.863329
5.55135,51.754754
5.95475,51.85485
5.856292,51.840512
5.929269,51.86379
6.17623,51.87428
6.188387,51.876262
5.635557,51.770238
6.006139,51.865363
5.01379,51.662843
5.551455,51.754778
5.870873,51.847143
5.89873,51.854206
5.289657,51.678472
6.066466,51.867873
5.734089,51.811844
4.919677,51.649953
5.10252,51.677137
5.323947,51.701139
4.834212,51.603055
4.775991,51.589053
4.91881,51.64981
4.89518,51.643592
4.904448,51.646656
5.94634,51.85985
4.932839,51.652687
5.472715,51.735971
4.875479,51.639358
4.983009,51.6638
5.512666,51.745542
4.778149,51.590176
5.869107,51.846539
5.907301,51.859936
5.504916,51.745294
5.429363,51.725985
6.032081,51.870381
5.934259,51.863518
5.436804,51.727712
5.34959,51.709033
6.053843,51.865063
5.94545,51.86068
5.794137,51.825104
5.931852,51.863521
4.808875,51.595006
4.809918,51.59686
4.821785,51.597487
5.271713,51.666532
5.867276,51.844023
5.65929,51.788695
4.804112,51.593334
5.658819,51.788126
4.856291,51.613122
6.004368,51.863328
5.735035,51.812002
6.149644,51.87409
5.359913,51.712013
4.868467,51.627625
5.041326,51.662224
6.243947,51.872055
4.784232,51.591872
5.068371,51.661972
5.901629,51.855902
5.072665,51.663627
5.460159,51.733239
6.019717,51.864953
5.750106,51.812526
6.07745,51.870188
6.104709,51.85798
5.832913,51.830654
4.793976,51.594147
5.790337,51.824635
4.897923,51.644225
5.439912,51.72746
5.582956,51.765687
5.784476,51.823815
5.99689,51.858855
5.783843,51.822367
5.751509,51.813066
6.074376,51.87
6.087385,51.859155
4.809421,51.596586
5.645516,51.777542
5.425993,51.725525
5.285702,51.676123
5.31825,51.699203
4.921375,51.650184
5.648412,51.782467
5.296565,51.691234
5.877574,51.84759
5.84458,51.835935
6.109261,51.85883
5.749775,51.812393
5.728351,51.810587
6.022718,51.866533
5.35489,51.710611
4.788666,51.59318
5.69559,51.801448
6.218341,51.877361
5.909038,51.859901
6.162409,51.873247
5.896796,51.852428
4.804255,51.593384
5.933882,51.863604
5.576635,51.764247
5.558049,51.756631
5.96149,51.852059
6.145774,51.872086
5.312245,51.699313
6.003607,51.862285
5.912423,51.86029
4.857809,51.617781
5.766658,51.817379
4.793353,51.594273
5.783975,51.822611
6.151791,51.874858
6.044867,51.865623
5.84127,51.834016
6.201332,51.877174
5.369084,51.714534
5.868326,51.844614
4.785493,51.59166
4.817984,51.597853
5.784092,51.822634
5.767834,51.819325
5.300052,51.694928
5.932437,51.86363
5.743019,51.810817
5.737635,51.812401
4.947572,51.658396
5.950494,51.857822
5.042121,51.662426
6.016795,51.864058
6.0977,51.857679
6.08459,51.860643
5.796499,51.825336
5.065986,51.661771
4.998356,51.660843
5.495623,51.743579
4.785239,51.591704
5.704774,51.806074
4.853374,51.611605
5.614493,51.76961
4.933358,51.656111
5.353456,51.710195
6.064409,51.868054
5.94586,51.86046
5.399908,51.720157
5.034863,51.661286
4.906318,51.646982
6.044781,51.865692
5.370389,51.714758
5.896964,51.852459
5.295895,51.688758
5.098083,51.676386
5.008915,51.662762
5.890684,51.851402
5.546514,51.753973
4.892435,51.641257
5.76607,51.81709
6.078324,51.865852
5.878399,51.847579
5.822615,51.827542
6.104936,51.858017
5.636511,51.770154
5.51773,51.748014
5.2773,51.668108
5.425355,51.725604
5.784123,51.823523
4.940489,51.658036
6.153525,51.874487
6.14454,51.871578
5.013407,51.662501
5.027696,51.661962
5.094416,51.674994
5.860457,51.842217
4.77835,51.590479
5.551265,51.754709
4.859519,51.616387
5.692246,51.799253
5.48645,51.740911
5.283403,51.671822
5.506263,51.74353
5.380641,51.718184
6.175279,51.874155
4.932589,51.65457
5.522539,51.749535
5.843206,51.835158
5.59196,51.767107
4.797399,51.593441
4.87022,51.63198
5.086866,51.674336
6.045227,51.86648
5.986717,51.851179
5.725176,51.810063
5.373368,51.715965
5.759978,51.815378
5.501477,51.746904
5.860359,51.841831
6.072077,51.86988
5.526264,51.750709
5.319003,51.699348
5.76797,51.819297
5.053728,51.661182
4.892009,51.641058
5.539797,51.75271
6.023934,51.866596
5.551999,51.754863
5.030891,51.661748
4.989297,51.662388
5.991291,51.85493
6.191035,51.877113
5.906969,51.859898
4.872142,51.637753
5.517515,51.747954
5.871608,51.847506
5.068133,51.66193
4.887007,51.639471
4.785041,51.591737
4.870276,51.632669
4.805636,51.594146
5.611307,51.769263
5.736186,51.812188
5.27426,51.666871
5.203987,51.669806
5.053858,51.661192
6.187128,51.875942
5.283827,51.672626
5.692871,51.799939
4.807799,51.595023
6.110875,51.85811
6.220527,51.876679
6.022153,51.866272
5.850039,51.838049
5.620587,51.770426
5.310511,51.698994
4.857858,51.617531
4.973166,51.661582
6.061989,51.867874
5.750069,51.812497
6.009413,51.865764
6.21156,51.87802
5.487274,51.741346
5.67431,51.79467
5.543171,51.753516
5.411621,51.722779
5.289461,51.68307
5.868976,51.846851
5.292734,51.684516
6.171753,51.873771
5.750195,51.812714
6.018165,51.864378
5.692587,51.7994
5.221951,51.670229
5.79024,51.824645
4.934823,51.657262
5.078941,51.671732
5.634789,51.770316
4.809689,51.596883
4.819401,51.597463
6.144639,51.871648
5.928044,51.86326
6.008901,51.865635
5.081928,51.672512
4.982829,51.662495
5.514054,51.746152
5.116508,51.669925
5.295789,51.688244
5.724974,51.810029
4.825159,51.599674
5.704731,51.808108
5.66659,51.796395
5.832518,51.830338
5.87032,51.847016
4.809572,51.596758
5.311483,51.698848
5.289797,51.682965
5.642325,51.772719
6.015592,51.863989
4.804355,51.593529
6.002034,51.861493
5.725106,51.810051
5.463666,51.733889
5.761685,51.815865
5.689403,51.798517
6.159559,51.871921
6.25865,51.877037
5.590488,51.766941
4.808907,51.595119
6.247841,51.873129
5.054193,51.661254
5.567477,51.762089
5.7925,51.824636
5.948682,51.858301
5.503053,51.747529
5.734794,51.811964
4.778276,51.590306
6.110716,51.858902
5.640902,51.771648
5.659098,51.788483
5.044482,51.662798
4.941025,51.658024
6.079103,51.862614
5.29909,51.694334
5.698073,51.80206
4.935677,51.657776
5.485953,51.740527
5.985363,51.849364
5.491091,51.742084
4.781673,51.591409
5.144841,51.66906
5.288832,51.682075
6.117027,51.860919
5.703797,51.805258
5.69268,51.79954
5.707124,51.80844
5.115316,51.670121
4.868629,51.635222
5.870434,51.847036
6.062781,51.868498
6.191655,51.877305
5.522628,51.749563
6.03448,51.870239
6.050274,51.864508
5.925101,51.859662
5.292847,51.685024
5.823713,51.827602
5.79279,51.824937
5.129291,51.669009
6.005164,51.865112
5.483977,51.73917
6.007106,51.865428
6.110625,51.859129
5.927356,51.861698
5.08569,51.674003
5.292838,51.684837
4.857955,51.617916
5.620048,51.770401
4.783747,51.591734
5.85482,51.839975
5.043606,51.662883
6.001094,51.860913
5.014033,51.662956
5.40647,51.72117
5.941639,51.862882
4.909364,51.647477
4.798171,51.593184
5.36593,51.713726
5.727523,51.810556
5.429425,51.726036
5.320066,51.699406
5.924633,51.859694
5.191708,51.669551
4.937625,51.65795
4.870271,51.632698
6.160017,51.872128
6.094018,51.85729
5.716449,51.809122
5.647333,51.780422
5.548167,51.754271
5.429094,51.726004
4.833636,51.602855
5.707621,51.808496
5.088275,51.674852
5.533173,51.752094
6.127369,51.865514
5.557579,51.756406
4.861602,51.621267
5.451011,51.728597
4.859642,51.616569
5.288796,51.682124
5.65926,51.788854
6.159322,51.871919
6.054895,51.866327
5.1448,51.66848
4.933147,51.650924
5.217615,51.670126
5.119327,51.669665
5.812203,51.826186
4.821219,51.599515
6.1219,51.863662
5.506777,51.743671
5.94611,51.86022
6.004631,51.864528
5.457416,51.731655
6.0038,51.86247
4.959746,51.660851
6.089805,51.859141
5.517963,51.748198
4.985131,51.663243
5.784063,51.823198
5.922865,51.859809
6.045377,51.866149
5.307007,51.699248
5.297244,51.693244
6.151147,51.874787
5.595628,51.766534
6.153968,51.874373
5.431726,51.726377
4.932495,51.653351
6.062206,51.867961
5.863501,51.843137
6.10104,51.857606
6.198122,51.876793
5.936681,51.863026
5.796954,51.825252
5.65794,51.789515
4.938704,51.658063
5.870045,51.846978
5.890118,51.851198
5.376184,51.716814
6.204073,51.877274
6.18974,51.876479
5.283744,51.672331
6.167074,51.873189
4.941507,51.658116
5.506947,51.743787
5.089719,51.674895
5.076672,51.668374
5.295705,51.688175
5.774349,51.820591
5.318006,51.6992
5.337861,51.705367
5.47339,51.736084
5.51135,51.745116
4.939001,51.658089
4.989184,51.662398
6.251176,51.876213
5.641253,51.77183
5.636969,51.77016
6.182011,51.875117
6.252632,51.876504
5.880785,51.847887
4.791362,51.594324
4.781263,51.591033
5.779835,51.822081
6.093424,51.857889
4.942448,51.658255
5.517289,51.747975
5.441816,51.72712
4.804013,51.593327
6.227522,51.875209
5.517641,51.747987
5.575491,51.763954
6.243184,51.871861
4.778091,51.590145
5.626534,51.770443
4.813588,51.597197
5.766359,51.817188
5.887354,51.850806
5.38457,51.718637
6.097996,51.85776
5.496392,51.744081
5.925539,51.860011
5.295903,51.68894
5.881827,51.848423
6.193944,51.876616
5.784605,51.823868
5.306254,51.699287
4.836825,51.604189
5.806804,51.825901
5.385732,51.718687
5.484341,51.73926
4.896205,51.644387
4.817369,51.597587
5.167431,51.669072
5.645082,51.77388
6.198648,51.876823
4.982773,51.662423
4.791003,51.594038
5.704361,51.808076
5.36636,51.713816
5.450795,51.728555
5.869082,51.846895
5.543596,51.753616
5.362778,51.712808
5.753157,51.813515
5.090099,51.675936
5.221163,51.67069
6.009687,51.86578
4.982963,51.663555
5.767429,51.819396
5.68315,51.79793
5.154442,51.668955
5.645217,51.7765
5.045301,51.662585
5.861014,51.843199
5.559526,51.757172
6.19681,51.876841
5.102987,51.677205
5.849134,51.83782
5.511776,51.745241
6.054392,51.865586
5.478702,51.738446
6.254767,51.87682
5.65888,51.788957
5.999428,51.860542
5.849043,51.837792
5.461571,51.733545
4.79095,51.594009
6.077086,51.868725
5.750187,51.812648
4.932724,51.653999
5.73533,51.812047
5.985375,51.849541
4.930675,51.650625
5.459856,51.733134
5.850379,51.838237
5.304903,51.699134
6.081052,51.861535
5.11777,51.669772
5.793259,51.825003
5.30257,51.696533
5.433782,51.727065
4.775886,51.588886
6.156488,51.873992
6.05763,51.867387
5.432082,51.726449
6.177096,51.874411
6.056311,51.867162
5.776579,51.821045
5.74292,51.81074
5.59308,51.767035
5.545987,51.753917
5.860924,51.843075
5.53245,51.752028
5.30328,51.697381
4.927974,51.650074
5.767464,51.818956
4.817116,51.597542
5.765739,51.817002
5.99507,51.85746
5.691373,51.799069
6.212584,51.878241
5.645523,51.775077
4.891623,51.640711
5.002666,51.663115
4.798571,51.593206
5.691633,51.799144
5.927501,51.861804
4.788047,51.592882
5.529286,51.75141
5.729512,51.810704
6.00783,51.86544
4.77616,51.589461
5.382224,51.718396
4.998712,51.66108
5.288823,51.681779
5.804639,51.825674
5.722205,51.809771
5.833256,51.830713
4.855408,51.612345
5.699152,51.80266
6.045379,51.864974
5.02253,51.66232
4.987194,51.662615
5.074672,51.664499
5.294952,51.687375
6.255385,51.876662
6.002288,51.861655
5.371965,51.715336
5.908671,51.859894
5.541654,51.75296
5.779623,51.821947
5.103509,51.676315
5.40054,51.720266
5.606456,51.76703
4.854054,51.611895
5.667544,51.795723
5.334958,51.704524
5.968002,51.850278
5.435356,51.727677
5.370688,51.714781
5.724782,51.810006
6.069108,51.868822
5.615558,51.769791
5.451316,51.728768
5.359013,51.711858
5.795892,51.82532
6.105127,51.858062
5.860987,51.843122
5.620511,51.770401
5.032517,51.661532
5.513065,51.745699
6.253499,51.876705
5.564204,51.75873
5.516389,51.747582
5.361929,51.712604
5.854514,51.839855
4.982846,51.662558
5.873166,51.848768
4.900688,51.645251
5.610703,51.769229
5.701244,51.803493
5.858577,51.84158
4.869781,51.635632
5.366618,51.713874
4.933169,51.65083
6.15324,51.87457
5.282981,51.671287
5.892996,51.851878
5.877184,51.847484
6.012042,51.865459
5.620425,51.770268
4.901394,51.645792
5.370097,51.714689
5.532283,51.752009
5.857243,51.84089
5.740395,51.811619
5.703377,51.80485
5.993809,51.85629
5.053406,51.661168
5.487001,51.741234
4.870439,51.632397
4.931068,51.650674
6.165906,51.873236
6.012685,51.864952
5.378748,51.717399
5.8331,51.830708
6.214492,51.878287
6.038112,51.869894
5.29632,51.69038
5.747597,51.812052
6.157304,51.873333
4.954554,51.660367
5.965512,51.850674
5.447878,51.727689
4.85429,51.611974
5.610237,51.769237
6.16313,51.873416
4.870422,51.632344
5.766906,51.818101
5.369318,51.714514
4.808923,51.596023
6.004594,51.864006
4.934243,51.656821
5.873498,51.848681
5.078946,51.671673
5.774604,51.820625
4.798761,51.593256
5.940772,51.862881
5.868282,51.844251
4.808223,51.595067
5.749873,51.81241
5.391078,51.717505
4.868364,51.627489
4.822475,51.599551
5.720772,51.809513
5.03622,51.661222
5.860432,51.842031
5.031558,51.661661
5.297215,51.693088
